,coef,std_err,p_value,ci_low,ci_high
Intercept,-1.39222856215779,3.581719635178381,0.6974951616563776,-8.41227004982736,5.627812925511779
elevation_m,-0.004823659006720826,0.00854014349350135,0.572194994633622,-0.021562032676787548,0.011914714663345895
latitude,0.30027754195360756,0.023153616031325184,1.835836904395736e-38,0.254897288420341,0.34565779548687414
longitude,0.3290288805149829,0.044326108616242206,1.1457140325031687e-13,0.24215130405233762,0.4159064569776282
