,coef,std_err,p_value,ci_low,ci_high
Intercept,26.27446508059264,0.230452157579034,0.0,25.822787151578186,26.726143009607096
elevation_m,0.13928400189026677,0.03850450721054415,0.00029764299119857545,0.06381655451513742,0.21475144926539613
