,0
hour_sin,0.9058930475666631
month_cos,0.7189286244294771
hour_cos,0.6875753316061745
year,0.3056992221803324
latitude,0.2729986879005116
month_sin,0.16548502120126798
longitude,0.14347182763725302
elevation_m,0.09023535312638384
