,0
hour_sin,0.47341895313924837
month_cos,0.4539361179317901
hour_cos,0.3487323116719302
latitude,0.11230874914035165
month_sin,0.08536143573251369
longitude,0.07428551813552826
elevation_m,0.021081063443191515
year,4.4408920985006264e-17
