location_id,name,latitude,longitude,elevation_m,mean_temp,mean_rain,total_rain_per_year,mean_wind,mean_humidity
lk_batticaloa,Batticaloa,7.7102,81.6924,10.0,27.824260568734793,0.19222551703163018,1685.4333333333332,2.4619563564476885,77.03691453771289
lk_colombo,Colombo,6.9271,79.8612,9.0,26.89482778284672,0.3111370894160584,2728.0499999999997,2.3980544784063262,82.68715784671532
lk_galle,Galle,6.0535,80.221,3.0,26.816480383211676,0.3160203771289538,2770.8666666666663,2.7445513990267636,83.91465176399026
lk_jaffna,Jaffna,9.6615,80.0255,9.0,27.844103558394163,0.17138458029197082,1502.7,5.897830558090025,78.0997947080292
lk_matara,Matara,5.9549,80.555,6.0,26.87500228060573,0.25413929939792007,1857.25,3.573100027367269,83.84672048896186
lk_trincomalee,Trincomalee,8.5874,81.2152,9.0,27.76002128953771,0.17748441301703163,1556.1833333333334,4.458194000912409,75.78048965936739
